reservation_status_date,Count,Percentage
2017-03-12,189,0.0015830471563782562
2015-10-23,189,0.0015830471563782562
2016-02-27,189,0.0015830471563782562
2016-04-06,189,0.0015830471563782562
2016-02-28,189,0.0015830471563782562
2016-03-29,188,0.0015746712454979479
2017-02-26,188,0.0015746712454979479
2016-05-19,187,0.0015662953346176397
2016-03-09,187,0.0015662953346176397
2015-10-16,187,0.0015662953346176397
2015-10-09,186,0.0015579194237373315
2016-10-13,186,0.0015579194237373315
2016-08-08,186,0.0015579194237373315
2017-05-22,186,0.0015579194237373315
2016-10-09,185,0.0015495435128570231
2016-04-25,185,0.0015495435128570231
2017-03-05,185,0.0015495435128570231
2016-10-11,185,0.0015495435128570231
2016-08-11,184,0.001541167601976715
2017-01-29,184,0.001541167601976715
2016-03-16,184,0.001541167601976715
2016-11-06,184,0.001541167601976715
2017-05-24,184,0.001541167601976715
2015-09-17,183,0.0015327916910964068
2017-03-13,183,0.0015327916910964068
2017-04-23,183,0.0015327916910964068
2016-02-20,182,0.0015244157802160984
2017-02-23,182,0.0015244157802160984
2016-09-21,182,0.0015244157802160984
2016-06-12,181,0.0015160398693357903
2016-03-06,181,0.0015160398693357903
2016-04-20,181,0.0015160398693357903
2014-10-17,180,0.001507663958455482
2016-12-04,180,0.001507663958455482
2016-03-21,180,0.001507663958455482
2016-05-03,180,0.001507663958455482
2016-06-24,180,0.001507663958455482
2016-03-24,180,0.001507663958455482
2016-09-05,179,0.0014992880475751737
2017-03-31,179,0.0014992880475751737
2016-10-17,179,0.0014992880475751737
2017-06-30,178,0.0014909121366948655
2016-09-18,178,0.0014909121366948655
2017-04-03,178,0.0014909121366948655
2017-02-10,178,0.0014909121366948655
2017-04-28,178,0.0014909121366948655
2016-01-08,177,0.0014825362258145574
2017-04-17,177,0.0014825362258145574
2017-01-10,177,0.0014825362258145574
2017-06-27,177,0.0014825362258145574
2016-01-28,177,0.0014825362258145574
2015-10-13,177,0.0014825362258145574
2016-03-13,177,0.0014825362258145574
2016-04-28,177,0.0014825362258145574
2017-05-08,177,0.0014825362258145574
2016-06-13,177,0.0014825362258145574
2016-11-23,176,0.001474160314934249
2016-10-26,176,0.001474160314934249
2016-03-23,176,0.001474160314934249
2016-08-20,176,0.001474160314934249
2016-10-20,176,0.001474160314934249
2017-07-13,176,0.001474160314934249
2016-01-16,176,0.001474160314934249
2017-03-29,176,0.001474160314934249
2016-09-19,175,0.0014657844040539408
2016-08-29,175,0.0014657844040539408
2016-11-20,175,0.0014657844040539408
2016-05-10,174,0.0014574084931736327
2016-05-23,174,0.0014574084931736327
2016-07-30,174,0.0014574084931736327
2017-06-11,174,0.0014574084931736327
2016-04-29,173,0.0014490325822933245
2016-03-31,173,0.0014490325822933245
2016-04-03,173,0.0014490325822933245
2016-12-27,173,0.0014490325822933245
2016-05-17,173,0.0014490325822933245
2015-09-11,173,0.0014490325822933245
2016-10-25,173,0.0014490325822933245
2017-03-02,172,0.0014406566714130161
2015-12-29,172,0.0014406566714130161
2016-04-07,172,0.0014406566714130161
2016-11-24,172,0.0014406566714130161
2016-09-12,172,0.0014406566714130161
2017-07-06,172,0.0014406566714130161
2016-08-30,172,0.0014406566714130161
2017-05-15,171,0.001432280760532708
2016-03-22,171,0.001432280760532708
2016-05-12,171,0.001432280760532708
2016-12-21,171,0.001432280760532708
2016-05-30,171,0.001432280760532708
2017-05-17,170,0.0014239048496523998
2017-01-15,170,0.0014239048496523998
2017-05-12,170,0.0014239048496523998
2017-03-10,170,0.0014239048496523998
2016-04-13,170,0.0014239048496523998
2016-03-03,170,0.0014239048496523998
2016-01-21,170,0.0014239048496523998
2016-11-27,169,0.0014155289387720914
2017-02-05,169,0.0014155289387720914
2017-02-21,169,0.0014155289387720914
2016-03-02,169,0.0014155289387720914
2016-05-20,168,0.0014071530278917832
2016-09-13,168,0.0014071530278917832
2016-08-15,168,0.0014071530278917832
2016-05-15,168,0.0014071530278917832
2016-11-01,168,0.0014071530278917832
2017-06-28,167,0.001398777117011475
2016-04-18,167,0.001398777117011475
2016-03-20,167,0.001398777117011475
2016-09-23,167,0.001398777117011475
2016-08-24,167,0.001398777117011475
2015-08-14,166,0.0013904012061311667
2017-05-14,166,0.0013904012061311667
2016-06-09,166,0.0013904012061311667
2015-09-24,166,0.0013904012061311667
2016-10-12,166,0.0013904012061311667
2017-03-01,165,0.0013820252952508585
2017-05-11,165,0.0013820252952508585
2016-06-06,164,0.0013736493843705504
2017-01-03,164,0.0013736493843705504
2017-04-10,164,0.0013736493843705504
2016-08-03,164,0.0013736493843705504
2017-03-19,164,0.0013736493843705504
2016-04-14,164,0.0013736493843705504
2017-02-16,163,0.001365273473490242
2017-05-01,163,0.001365273473490242
2016-04-08,163,0.001365273473490242
2016-07-23,163,0.001365273473490242
2016-10-29,163,0.001365273473490242
2016-10-14,163,0.001365273473490242
2017-05-06,163,0.001365273473490242
2016-09-22,163,0.001365273473490242
2017-02-20,162,0.0013568975626099338
2015-10-31,162,0.0013568975626099338
2016-10-23,162,0.0013568975626099338
2017-06-01,161,0.0013485216517296257
2015-10-04,161,0.0013485216517296257
2016-02-23,160,0.0013401457408493173
2015-10-18,160,0.0013401457408493173
2017-03-08,160,0.0013401457408493173
2017-03-16,160,0.0013401457408493173
2017-05-09,160,0.0013401457408493173
2015-10-07,160,0.0013401457408493173
2016-07-28,160,0.0013401457408493173
2016-06-05,160,0.0013401457408493173
2016-05-18,159,0.0013317698299690091
2017-01-05,159,0.0013317698299690091
2016-04-22,159,0.0013317698299690091
2017-08-27,159,0.0013317698299690091
2016-10-30,158,0.001323393919088701
2017-04-07,158,0.001323393919088701
2017-05-04,158,0.001323393919088701
2016-04-09,158,0.001323393919088701
2016-11-02,158,0.001323393919088701
2015-11-11,158,0.001323393919088701
2016-05-25,158,0.001323393919088701
2016-09-11,157,0.0013150180082083926
2017-04-06,157,0.0013150180082083926
2016-10-24,157,0.0013150180082083926
2017-07-09,157,0.0013150180082083926
2016-06-15,156,0.0013066420973280844
2016-10-02,156,0.0013066420973280844
2016-03-12,156,0.0013066420973280844
2017-07-24,156,0.0013066420973280844
2017-05-23,156,0.0013066420973280844
2017-05-29,156,0.0013066420973280844
2017-03-24,155,0.0012982661864477762
2017-01-26,155,0.0012982661864477762
2015-08-11,155,0.0012982661864477762
2017-04-27,155,0.0012982661864477762
2017-06-08,155,0.0012982661864477762
2016-06-08,155,0.0012982661864477762
2016-05-22,155,0.0012982661864477762
2016-08-31,155,0.0012982661864477762
2017-03-07,154,0.001289890275567468
2017-05-18,154,0.001289890275567468
2016-10-03,154,0.001289890275567468
2016-08-22,154,0.001289890275567468
2015-09-16,154,0.001289890275567468
2017-06-09,154,0.001289890275567468
2016-07-19,154,0.001289890275567468
2017-05-10,153,0.0012815143646871597
2015-09-18,153,0.0012815143646871597
2015-07-03,153,0.0012815143646871597
2016-12-08,153,0.0012815143646871597
2017-07-11,153,0.0012815143646871597
2016-04-10,152,0.0012731384538068515
2016-11-10,152,0.0012731384538068515
2016-05-09,152,0.0012731384538068515
2016-07-25,152,0.0012731384538068515
2016-06-03,152,0.0012731384538068515
2017-06-06,152,0.0012731384538068515
2016-04-24,152,0.0012731384538068515
2016-07-07,152,0.0012731384538068515
2016-09-16,152,0.0012731384538068515
2015-08-16,152,0.0012731384538068515
2016-08-17,151,0.0012647625429265434
2016-04-26,151,0.0012647625429265434
2016-11-04,151,0.0012647625429265434
2016-11-07,151,0.0012647625429265434
2016-10-18,151,0.0012647625429265434
2016-10-05,151,0.0012647625429265434
2015-08-12,150,0.001256386632046235
2016-02-15,150,0.001256386632046235
2016-06-21,150,0.001256386632046235
2017-02-13,150,0.001256386632046235
2015-11-16,150,0.001256386632046235
2015-10-10,150,0.001256386632046235
2017-03-23,149,0.0012480107211659268
2015-09-25,149,0.0012480107211659268
2017-01-01,149,0.0012480107211659268
2017-03-15,148,0.0012396348102856186
2016-06-22,148,0.0012396348102856186
2016-04-21,148,0.0012396348102856186
2016-04-12,148,0.0012396348102856186
2016-12-28,148,0.0012396348102856186
2015-11-15,148,0.0012396348102856186
2017-04-02,147,0.0012312588994053103
2017-04-04,147,0.0012312588994053103
2016-07-24,147,0.0012312588994053103
2016-04-30,147,0.0012312588994053103
2017-04-18,147,0.0012312588994053103
2016-12-29,147,0.0012312588994053103
2015-09-28,147,0.0012312588994053103
2017-05-07,146,0.001222882988525002
2017-01-11,146,0.001222882988525002
2017-06-03,146,0.001222882988525002
2016-03-11,146,0.001222882988525002
2016-07-20,145,0.001214507077644694
2017-07-12,145,0.001214507077644694
2016-11-18,145,0.001214507077644694
2016-11-15,145,0.001214507077644694
2016-08-26,145,0.001214507077644694
2016-11-13,145,0.001214507077644694
2017-01-25,145,0.001214507077644694
2016-07-16,145,0.001214507077644694
2017-06-22,145,0.001214507077644694
2016-01-26,145,0.001214507077644694
2016-06-28,145,0.001214507077644694
2017-01-30,145,0.001214507077644694
2016-01-02,145,0.001214507077644694
2016-09-03,145,0.001214507077644694
2016-11-14,144,0.0012061311667643855
2017-03-21,144,0.0012061311667643855
2016-08-25,144,0.0012061311667643855
2017-06-02,144,0.0012061311667643855
2017-06-05,144,0.0012061311667643855
2016-05-24,144,0.0012061311667643855
2017-01-09,144,0.0012061311667643855
2017-07-29,143,0.0011977552558840774
2016-11-17,143,0.0011977552558840774
2017-03-22,143,0.0011977552558840774
2017-04-15,143,0.0011977552558840774
2016-03-17,143,0.0011977552558840774
2017-04-24,143,0.0011977552558840774
2016-08-12,143,0.0011977552558840774
2017-08-25,143,0.0011977552558840774
